,date,unrate,u_men,u_women,u16_17,u18_19,u20_24,u25_34,u35_44,u45_54
877,2021-02-01,6.6,7.0,6.1,14.5,14.0,10.0,6.7,6.0,5.2
878,2021-03-01,6.2,6.5,5.8,12.0,12.7,10.4,7.0,5.4,4.7
879,2021-04-01,5.7,6.0,5.4,10.5,10.9,9.8,6.2,4.7,4.7
880,2021-05-01,5.5,5.7,5.2,9.2,9.7,10.3,5.5,4.7,4.5
881,2021-06-01,6.1,6.1,6.1,15.0,12.3,9.9,6.5,5.2,4.6
882,2021-07-01,5.7,5.5,5.8,12.8,9.9,9.5,6.3,4.8,4.0
883,2021-08-01,5.3,5.1,5.5,10.7,11.0,9.1,5.8,4.4,4.2
884,2021-09-01,4.6,4.6,4.5,9.2,12.6,7.7,5.0,3.8,3.7
885,2021-10-01,4.3,4.2,4.4,8.6,12.7,6.8,4.5,3.6,3.5
886,2021-11-01,3.9,3.9,3.9,9.7,11.0,6.6,3.8,3.6,2.8
