,date,rank,song,artist,last-week,peak-rank,weeks-on-board
56219,2011-01-29,20,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,22.0,20,16
56224,2011-01-29,25,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,18.0,4,27
56244,2011-01-29,45,I Like It,Enrique Iglesias Featuring Pitbull,34.0,4,36
56317,2011-01-22,18,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,16.0,4,26
56321,2011-01-22,22,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,27.0,22,15
56333,2011-01-22,34,I Like It,Enrique Iglesias Featuring Pitbull,32.0,4,35
56415,2011-01-15,16,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,17.0,4,25
56426,2011-01-15,27,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,32.0,27,14
56431,2011-01-15,32,I Like It,Enrique Iglesias Featuring Pitbull,38.0,4,34
56516,2011-01-08,17,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,15.0,4,24
56531,2011-01-08,32,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,27.0,27,13
56537,2011-01-08,38,I Like It,Enrique Iglesias Featuring Pitbull,33.0,4,33
56614,2011-01-01,15,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,13.0,4,23
56626,2011-01-01,27,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,32.0,27,12
56632,2011-01-01,33,I Like It,Enrique Iglesias Featuring Pitbull,31.0,4,32
56712,2010-12-25,13,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,12.0,4,22
56730,2010-12-25,31,I Like It,Enrique Iglesias Featuring Pitbull,26.0,4,31
56731,2010-12-25,32,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,41.0,32,11
56799,2010-12-25,100,"Bon, Bon",Pitbull,,61,5
56811,2010-12-18,12,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,12.0,4,21
56825,2010-12-18,26,I Like It,Enrique Iglesias Featuring Pitbull,20.0,4,30
56840,2010-12-18,41,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,43.0,39,10
56911,2010-12-11,12,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,12.0,4,20
56919,2010-12-11,20,I Like It,Enrique Iglesias Featuring Pitbull,21.0,4,29
56942,2010-12-11,43,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,40.0,39,9
56998,2010-12-11,99,"Bon, Bon",Pitbull,88.0,61,4
57011,2010-12-04,12,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,11.0,4,19
57020,2010-12-04,21,I Like It,Enrique Iglesias Featuring Pitbull,21.0,4,28
57039,2010-12-04,40,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,44.0,39,8
57087,2010-12-04,88,"Bon, Bon",Pitbull,85.0,61,3
57110,2010-11-27,11,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,9.0,4,18
57120,2010-11-27,21,I Like It,Enrique Iglesias Featuring Pitbull,18.0,4,27
57143,2010-11-27,44,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,39.0,39,7
57184,2010-11-27,85,"Bon, Bon",Pitbull,61.0,61,2
57208,2010-11-20,9,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,6.0,4,17
57217,2010-11-20,18,I Like It,Enrique Iglesias Featuring Pitbull,14.0,4,26
57238,2010-11-20,39,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,52.0,39,6
57260,2010-11-20,61,"Bon, Bon",Pitbull,,61,1
57305,2010-11-13,6,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,5.0,4,16
57313,2010-11-13,14,I Like It,Enrique Iglesias Featuring Pitbull,14.0,4,25
57351,2010-11-13,52,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,52.0,44,5
57404,2010-11-06,5,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,5.0,4,15
57413,2010-11-06,14,I Like It,Enrique Iglesias Featuring Pitbull,13.0,4,24
57451,2010-11-06,52,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,57.0,44,4
57504,2010-10-30,5,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,5.0,4,14
57512,2010-10-30,13,I Like It,Enrique Iglesias Featuring Pitbull,11.0,4,23
57556,2010-10-30,57,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,44.0,44,3
57604,2010-10-23,5,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,5.0,4,13
57610,2010-10-23,11,I Like It,Enrique Iglesias Featuring Pitbull,9.0,4,22
57643,2010-10-23,44,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,51.0,44,2
57704,2010-10-16,5,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,4.0,4,12
57708,2010-10-16,9,I Like It,Enrique Iglesias Featuring Pitbull,9.0,4,21
57750,2010-10-16,51,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,,51,1
57803,2010-10-09,4,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,5.0,4,11
57808,2010-10-09,9,I Like It,Enrique Iglesias Featuring Pitbull,7.0,4,20
57904,2010-10-02,5,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,6.0,5,10
57906,2010-10-02,7,I Like It,Enrique Iglesias Featuring Pitbull,5.0,4,19
58004,2010-09-25,5,I Like It,Enrique Iglesias Featuring Pitbull,5.0,4,18
58005,2010-09-25,6,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,6.0,5,9
58104,2010-09-18,5,I Like It,Enrique Iglesias Featuring Pitbull,4.0,4,17
58105,2010-09-18,6,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,5.0,5,8
58203,2010-09-11,4,I Like It,Enrique Iglesias Featuring Pitbull,4.0,4,16
58204,2010-09-11,5,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,5.0,5,7
58303,2010-09-04,4,I Like It,Enrique Iglesias Featuring Pitbull,4.0,4,15
58304,2010-09-04,5,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,7.0,5,6
58403,2010-08-28,4,I Like It,Enrique Iglesias Featuring Pitbull,5.0,4,14
58406,2010-08-28,7,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,8.0,7,5
58504,2010-08-21,5,I Like It,Enrique Iglesias Featuring Pitbull,5.0,5,13
